Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits
RESIDENTIAL CARE ELDERLY,435200035,SHADY OAK PLACE,"HALL, NANCY J.","HALL, NANCY J.",(650) 858-1093,3452 CORK OAK WAY,PALO ALTO,CA,94303,SANTA CLARA,26,6,CLOSED,10/27/94,12/1/13,12/24/13,1,0,1,2
RESIDENTIAL CARE ELDERLY,347003229,SHADY OAKS CARE HOME,"REBOJA, PEDRO, FORTUNATA","REBOJA, PEDRO",(916) 723-4911,7209 CROSS DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,27,5,LICENSED,3/8/06,,7/29/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,486801884,SHADY PINES II,"SORIA, LYNN","SORIA, LYNN",(707) 649-9281,1000 GREENMONT DRIVE,VALLEJO,CA,94591,SOLANO,21,6,CLOSED,11/16/06,7/30/13,8/23/13,1,2,1,4
RESIDENTIAL CARE ELDERLY,405802267,"SHADY REST, THE","LILLUND, BRENDA ANN","LILLUND, BRENDA",(805) 439-1086,1900 FIXLINI,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,29,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,107206925,SHAEMAR RESIDENTIAL CARE I,RONALD V. WORTHLEY AND MARCELIA WILMA T. WORTHLEY,RONALD & MARCELIA WORTHLEY,(559) 432-3035,6369 N. CEDAR AVENUE,FRESNO,CA,93710,FRESNO,24,6,LICENSED,9/1/15,,11/9/16,0,0,4,4
RESIDENTIAL CARE ELDERLY,107206733,SHAEMAR RESIDENTIAL CARE II,"SHAEMAR RESIDENTIAL CARE, LLC","WORTHLEY, RONALD & WILMA",(559) 451-0108,6123 N. 10TH STREET,FRESNO,CA,93710,FRESNO,24,6,CLOSED,12/6/13,9/1/15,9/25/13,0,0,1,1
RESIDENTIAL CARE ELDERLY,107206924,SHAEMAR RESIDENTIAL CARE II,RONALD & WILMA WORTHLEY,RONALD & MARCELIA WORTHLEY,(559) 451-0108,6123 N. 10TH STREET,FRESNO,CA,93710,FRESNO,24,6,LICENSED,9/1/15,,12/19/16,0,0,6,6
RESIDENTIAL CARE ELDERLY,107204231,"SHAEMAR RESIDENTIAL CARE, LLC","SHAEMAR RESIDENTIAL CARE, LLC",WORTHLEY. RONALD & MARCELI,(559) 432-3035,6369 N. CEDAR AVENUE,FRESNO,CA,93710,FRESNO,24,6,CLOSED,3/26/09,9/1/15,3/18/15,2,1,2,5
RESIDENTIAL CARE ELDERLY,306004755,"SHAFFER HOME, THE",ST. ANNE SENIOR LIVING CORPORATION,AIDA MARTIRES,(714) 363-3438,1818 NORTH SHAFFER STREET,ORANGE,CA,92865,ORANGE,22,6,LICENSED,9/9/15,,12/1/16,1,0,7,8
RESIDENTIAL CARE ELDERLY,197608096,SHAHBAZ MOHAMAN BAIG UNLICENSED,SHAHBAZ MOHAMAN BAIG,,,401 VINE STREET,GLENDALE,CA,91206,LOS ANGELES,31,0,UNLICENSED,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,197607148,SHALEV SENIOR LIVING #1,"CRESTVIEW SCHOOL DBA SHALEV FAMILY HOMES II, THE",EVAN LEVI,(818) 780-4808,5881 HILLVIEW PARK AVENUE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,CLOSED,9/25/08,11/17/15,7/31/15,1,2,0,3
RESIDENTIAL CARE ELDERLY,197608800,SHALEV SENIOR LIVING #1,"VALLEY GLEN SENIOR HOMES, INC.",ARNEL NARCIDA,(818) 780-4808,5881 HILLVIEW PARK AVENUE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,LICENSED,11/17/15,,6/21/16,0,0,3,3
RESIDENTIAL CARE ELDERLY,197607146,SHALEV SENIOR LIVING #2,"E & F, LLC. A CALIFORNIA LIMITED LIABILITY COMPAN",MIA LEVI,(818) 780-4808,5797 HILLVIEW PARK AVENUE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,CLOSED,9/8/08,11/17/15,7/31/15,1,0,0,1
RESIDENTIAL CARE ELDERLY,197608801,SHALEV SENIOR LIVING #2,"VALLEY GLEN SENIOR HOMES, INC.",ARNEL NARCIDA,(818) 780-4808,5797 HILLVIEW PARK AVENUE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,LICENSED,11/17/15,,6/21/16,0,0,3,3
RESIDENTIAL CARE ELDERLY,197607147,SHALEV SENIOR LIVING #3,"E & F, LLC. A CALIFORNIA LIMITED LIABILITY  COMPAN",MIA LEVI,(818) 780-4808,5805 HILLVIEW PARK AVENUE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,CLOSED,9/8/08,11/17/15,4/17/15,1,1,0,2
RESIDENTIAL CARE ELDERLY,197608802,SHALEV SENIOR LIVING #3,"VALLEY GLEN SENIOR HOMES, INC.",ELEANOR QUINTERO,(818) 780-4808,5805 HILLVIEW PARK AVENUE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,LICENSED,11/17/15,,10/21/15,0,0,2,2
RESIDENTIAL CARE ELDERLY,197607145,SHALEV SENIOR LIVING #4,"CRESTVIEW SCHOOL DBA SHALVE FAMILY HOMES II, THE",EVAN LEVI,(818) 780-4808,6245 MATILIJA AVENUE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,CLOSED,10/30/08,11/13/15,9/27/15,1,1,1,3
RESIDENTIAL CARE ELDERLY,197608803,SHALEV SENIOR LIVING #4,"VALLEY GLEN SENIOR HOMES, INC.",ELEANOR QUINTERO,(818) 780-4808,6245 MATILIJA AVENUE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,LICENSED,11/13/15,,11/28/16,0,0,3,3
RESIDENTIAL CARE ELDERLY,197607585,SHALEV SENIOR LIVING #5,"CRESTVIEW SCHOOL DBA SALEV SENIOR LIVING, INC., TH",EVAN E. LEVI,(818) 780-4808,13739 ERWIN STREET,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,CLOSED,9/17/08,11/24/15,10/5/15,1,7,1,9
RESIDENTIAL CARE ELDERLY,197608804,SHALEV SENIOR LIVING #5,"VALLEY GLEN SENIOR HOMES, INC.",ROBERTO PINEDA,(818) 780-4808,13739 ERWIN STREET,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,LICENSED,11/24/15,,6/10/16,0,2,5,7
RESIDENTIAL CARE ELDERLY,300606675,SHALIN CARE I,SHALIN CARE INC.,ARDAVAN AZADGAN,(949) 495-1134,29081 PASEO DE OCASO,LAGUNA NIGUEL,CA,92677,ORANGE,22,6,LICENSED,2/8/88,,11/15/16,3,0,0,3
RESIDENTIAL CARE ELDERLY,300606953,SHALIN CARE II,"SHALIN CARE, INC.",SHAHLA AZADGAN,(949) 495-1134,25451 MARINA CIRCLE,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,12/6/88,,11/20/15,3,0,0,3
RESIDENTIAL CARE ELDERLY,300607358,SHALIN CARE III,"SHALIN CARE, INC.","AZADGAN, SHALA",(949) 495-1134,24611 ARTEMIA,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,7/1/90,,6/29/16,3,1,0,4
RESIDENTIAL CARE ELDERLY,300613070,SHALIN CARE IV,"SHALIN CARE, INC.","AZADGAN, SHAHLA",(949) 495-8750,24451 QUINTANA,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,7/16/92,,6/29/16,4,0,1,5
RESIDENTIAL CARE ELDERLY,197607124,"SHALOM ELDER CARE, INC. 1","SHALOM ELDER CARE, INC.",DALIA MOYAL,(818) 912-0564,5900 RUDNICK AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,CLOSED,11/13/07,11/24/14,8/11/14,2,5,2,9
RESIDENTIAL CARE ELDERLY,197607125,"SHALOM ELDER CARE, INC. 2","SHALOM ELDER CARE, INC.",YAIR VETCHTEIN,(818) 912-0564,5912 RUDNICK AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,CLOSED,7/5/07,11/24/14,8/11/14,2,0,0,2
RESIDENTIAL CARE ELDERLY,197608113,"SHALOM ELDER CARE, INC. 3","SHALOM ELDER CARE, INC.",YAIR VETCHEIN,(818) 963-8360,23540 BURBANK BLVD.,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,CLOSED,5/1/11,11/24/14,8/11/14,1,2,1,4
RESIDENTIAL CARE ELDERLY,197608653,"SHALOM ELDERLY CARE, INC. 4","SHALOM ELDERLY CARE, INC.","ALMARIO, DORIS",(818) 883-8384,5900 RUDNICK AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,LICENSED,11/24/14,,12/8/14,0,0,2,2
RESIDENTIAL CARE ELDERLY,197608654,"SHALOM ELDERLY CARE, INC. 5","SHALOM ELDERLY CARE, INC.",DINA VETCHTEIN,(818) 883-8384,5912 RUDNICK AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,LICENSED,11/24/14,,9/29/16,0,2,2,4
RESIDENTIAL CARE ELDERLY,197608655,"SHALOM ELDERLY CARE, INC. 6","SHALOM ELDERLY CARE, INC.",DINA VETCHTEIN,(818) 883-8384,23540 BURBANK BLVD.,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,LICENSED,11/24/14,,8/11/14,0,0,1,1
RESIDENTIAL CARE ELDERLY,197606101,"SHALOM ELDERLY CARE, INC. #1","SHALOM ELDERLY CARE, INC.",DORIS ALMARIO,(818) 883-8384,22742 CRISWELL STREET,WEST HILLS,CA,91307,LOS ANGELES,31,6,LICENSED,2/28/05,,8/27/16,4,6,1,11
RESIDENTIAL CARE ELDERLY,197606094,"SHALOM ELDERLY CARE, INC. #2","SHALOM ELDERLY CARE, INC.",DINA VETCHTEIN,(818) 883-8384,5738 WILHELMINA AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,LICENSED,2/28/05,,7/8/16,4,0,0,4
RESIDENTIAL CARE ELDERLY,197606053,"SHALOM ELDERLY CARE, INC. #3","SHALOM ELDERLY CARE, INC.",DINA VETCHTEIN,(818) 883-8384,24301 OXNARD STREET,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,LICENSED,2/28/05,,7/8/16,3,0,2,5
RESIDENTIAL CARE ELDERLY,197602650,SHALOM GARDEN,SHALOM GARDEN INC.,RITA SHER,(818) 786-8200,5522 TYRONE AVE,SHERMAN OAKS,CA,91401,LOS ANGELES,31,6,LICENSED,1/31/00,,11/17/16,1,0,0,1
RESIDENTIAL CARE ELDERLY,216800503,SHALOM HOUSE,"DE OLAVE, MARIA DEL PILAR",MARIA DEL PILAR DE OLAVE,(415) 491-0604,566 WAKEROBIN LANE,SAN RAFAEL,CA,94903,MARIN,21,5,LICENSED,10/17/97,,2/29/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,435200160,SHALOM MOUNTAIN VIEW,"IWAHASHI, TIMOTHY TAKASHI","IWAHASHI, TIMOTHY",(650) 968-0609,1007 MIRAMONTE AVENUE,MT. VIEW,CA,94040,SANTA CLARA,26,6,LICENSED,8/21/95,,8/20/14,2,1,1,4
RESIDENTIAL CARE ELDERLY,197607573,"SHAMROCK PLACE, THE","24/7 HOME CARE SERVICES, INC.",HENRY MENDOZA,(818) 368-2014,11716 LOUISE AVENUE,GRANADA HILLS,CA,91344,LOS ANGELES,31,6,LICENSED,9/25/08,,8/15/13,1,0,0,1
RESIDENTIAL CARE ELDERLY,435294246,SHAMROCK RESIDENTIAL CARE HOME,"EDGAR ABLAO & VICKY ABLAO, LLC","ABLAO, VICKY",(408) 879-9603,1025 SHAMROCK DRIVE,CAMPBELL,CA,95008,SANTA CLARA,26,6,LICENSED,8/27/07,,9/19/16,1,2,4,7
RESIDENTIAL CARE ELDERLY,306001165,SHANGRI-LA II,"EGGERS, MYRIAM GAMBA","EGGERS, MYRIAM G.",(714) 418-0341,15938 MAIDSTONE ST.,FOUNTAIN VALLEY,CA,92708,ORANGE,22,6,LICENSED,6/14/00,,5/2/16,2,1,4,7
RESIDENTIAL CARE ELDERLY,374603537,SHANGRI-LA MANOR,"BAUTISTA, ARWINNAH & LIM, TERESA",,,943 PARADISE DRIVE,NATIONAL CITY,CA,91950,SAN DIEGO,8,0,UNLICENSED,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,306002279,SHANGRI-LA RCE #1,"EGGERS, MYRIAM",MYRIAM EGGERS,(714) 377-3902,4612 RHAPSODY DR.,HUNTINGTON BEACH,CA,92649,ORANGE,22,6,LICENSED,12/9/03,,5/10/16,3,1,1,5
RESIDENTIAL CARE ELDERLY,15601262,SHANNEN GUEST HOME,"DE LUNA, DIOSDADO","DE LUNA, DIOSDADO",(925) 980-1087,5727 RUNNING HILLS AVENUE,LIVERMORE,CA,94551,ALAMEDA,15,6,LICENSED,11/14/06,,8/18/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,75600609,SHANNON ROSE CARE HOME,"ENRIQUEZ, ALICIA G.","ENRIQUEZ, ALICIA",(510) 964-1669,2352 SHANNON AVENUE,SAN PABLO,CA,94806,CONTRA COSTA,15,6,LICENSED,1/23/03,,3/18/16,1,0,1,2
RESIDENTIAL CARE ELDERLY,197607138,SHANTI HOUSE RESIDENTIAL FACILITY,ADRIENNE FERNANDEZ,ADRIENNE FERNANDEZ,(562) 924-0619,18502 BELSHIRE AVENUE,ARTESIA,CA,90701,LOS ANGELES,28,5,CLOSED,9/18/07,5/15/13,4/19/13,1,2,8,11
RESIDENTIAL CARE ELDERLY,451373974,SHARON'S CARE HOME,"JOHNSON, SHARON E.","JOHNSON, SHARON",(530) 243-9252,3544 LAKE FOREST DR.,REDDING,CA,96003,SHASTA,25,6,LICENSED,3/16/92,,3/2/16,3,0,0,3
RESIDENTIAL CARE ELDERLY,331800096,SHARON'S SERENITY HOME CARE,"HARRIS, SHARON","HARRIS, SHARON",(951) 698-9354,37295 HIGH VISTA DRIVE,MURRIETA,CA,92563,RIVERSIDE,18,2,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,451304886,SHASTA OAKS RESIDENTIAL CARE,"PASAMONTE, C. & J./DEPARALTA, P. & F.","PASAMONTE, CONSUELO",(530) 275-1731,13635 HILL BLVD,SHASTA LAKE CITY,CA,96089,SHASTA,25,15,CLOSED,,2/20/12,10/4/12,0,9,6,15
RESIDENTIAL CARE ELDERLY,374600599,SHEA FAMILY LIVING LO-HAR,"L.H. HEALTH CARE, INC./GRANITE HILLS SNR LVG, INC.",KANDY FRANKLIN,(619) 444-8270,768 DOROTHY STREET,EL CAJON,CA,92019,SAN DIEGO,8,68,CLOSED,11/17/97,5/30/16,4/27/16,1,7,6,14
RESIDENTIAL CARE ELDERLY,15601477,SHEIFERD RESIDENTIAL CARE FOR THE ELDERLY,FERDINAND VILLAROSA,FERDINAND VILLAROSA,(510) 342-9185,343 WESTCHESTER STREET,HAYWARD,CA,94544,ALAMEDA,15,6,LICENSED,9/27/11,,9/2/16,1,0,1,2
RESIDENTIAL CARE ELDERLY,19200517,SHEIFERD RESIDENTIAL CARE FOR THE ELDERLY,FERDINAND VILLAROSA,SHEILA VILLAROSA,(510) 378-2403,343 WESTCHESTER STREET,HAYWARD,CA,94544,ALAMEDA,15,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,75600572,SHEILA'S CRYSTAL CARE HOME,"GARCIA, LUZ FENIQUITO & BIENVENIDO FRANCISCO","GARCIA, LUZ FENIQUITO",(925) 755-9513,3932 MEADOWBROOK CIRCLE,PITTSBURG,CA,94565,CONTRA COSTA,15,9,CLOSED,9/10/02,11/13/14,11/13/14,0,7,4,11
RESIDENTIAL CARE ELDERLY,75601170,SHEILA'S CRYSTAL CARE HOME II,"GARCIA, LUZ F. & BIENVENIDO F.","GARCIA, LUZ F.",(925) 777-3326,2336 FORTY NINER COURT,ANTIOCH,CA,94531,CONTRA COSTA,15,6,CLOSED,10/24/05,10/5/15,10/2/15,1,1,3,5
RESIDENTIAL CARE ELDERLY,75601373,SHEILA'S CRYSTAL CARE HOME III,GAR FEN INC.,"GARCIA, BIENVENIDO & LUZ",(925) 755-9513,1649 OBSERVATION COURT,ANTIOCH,CA,94531,CONTRA COSTA,15,6,LICENSED,10/5/07,,12/2/16,2,0,4,6
RESIDENTIAL CARE ELDERLY,197606728,SHEILA ANNE MANOR,SHEILA ANNE MANOR LLC,ANNABELLE ESTANIEL,(818) 340-5543,8337 CAPISTRANO AVENUE,WEST HILLS,CA,91304,LOS ANGELES,31,6,CLOSED,8/1/06,6/26/13,4/25/13,0,0,2,2
RESIDENTIAL CARE ELDERLY,336410072,SHEPHERD'S HEART ELDERLY CARE INC.,SHEPHERD'S HEART ELDERLY CARE INC.,EMILIO F. LAPID,(951) 653-5364,23823 CUSHENBURY DR,MORENO VALLEY,CA,92553,RIVERSIDE,18,5,CLOSED,6/21/05,6/5/12,6/5/12,0,1,4,5
RESIDENTIAL CARE ELDERLY,275200867,SHEPHERD'S INN,"WILLIAMS, LITA P. & WILLIAMS, PHILIP MICHAEL","WILLIAMS, LITA P.",(831) 632-2200,11899 CYPRESS CIRCLE,CASTROVILLE,CA,95012,MONTEREY,26,6,LICENSED,7/12/01,,3/25/16,2,1,0,3
RESIDENTIAL CARE ELDERLY,397001378,SHEPHERD HOME #1,"SHEPHERD HOMES, INC.",JERMANE GUERZO,(209) 478-2170,5956 GLEN STREET,STOCKTON,CA,95207,SAN JOAQUIN,27,15,CLOSED,3/8/00,11/9/15,5/14/15,1,7,10,18
RESIDENTIAL CARE ELDERLY,397001379,SHEPHERD HOME #2,SHEPHERD HOMES INC.,JERMANE GUERZO,(209) 478-2545,5964 GLEN STREET,STOCKTON,CA,95207,SAN JOAQUIN,27,15,CLOSED,3/8/00,11/9/15,5/14/15,1,16,7,24
RESIDENTIAL CARE ELDERLY,397005614,SHEPHERD HOMES 1,"ESPIRITU, INC",JERMANE GUERZO,(209) 478-2545,5956 GLEN STREET,STOCKTON,CA,95207,SAN JOAQUIN,27,15,LICENSED,11/2/15,,9/19/16,1,0,6,7
RESIDENTIAL CARE ELDERLY,397005616,SHEPHERD HOMES 2,"ESPIRITU, INC.",JERMANE GUERZO,(209) 478-2170,5964 GLEN STREET,STOCKTON,CA,95207,SAN JOAQUIN,27,15,LICENSED,11/2/15,,7/15/16,1,1,6,8
RESIDENTIAL CARE ELDERLY,336403188,SHEPHERD WATCH ELDERLY CARE HOME,"DAVIS, BARBARA S.","DAVIS, BARBARA",(951) 849-6289,3180 W. GEORGE ST.,BANNING,CA,92220,RIVERSIDE,18,4,LICENSED,12/3/99,,9/20/16,1,0,1,2
RESIDENTIAL CARE ELDERLY,306004676,SHERCON GUEST HOMES,SHERCON HOMES CORPORATION,CONSOLACION LUMAUIG,(714) 815-9214,13432 GALWAY STREET,GARDEN GROVE,CA,92844,ORANGE,22,6,LICENSED,10/10/14,,4/7/16,0,1,6,7
RESIDENTIAL CARE ELDERLY,197604331,SHERMAN OAKS GARDENS II,SHERMAN OAKS GARDENS INC.,RITA SHER,(818) 786-2002,14329 ALBERS ST.,SHERMAN OAKS,CA,91401,LOS ANGELES,31,6,LICENSED,5/16/03,,12/19/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,507002679,SHERWOOD FOREST MANOR 2,EB & J ALICANTE CORPORATION,JOVIELYN ALBINO,(209) 601-5309,601 E. RUMBLE ROAD,MODESTO,CA,95350,STANISLAUS,27,6,LICENSED,11/1/06,,10/24/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,157208246,SHERWOOD RCFE,GAIL ELLEN MARTIN,"MARTIN, GAIL E",(805) 796-0623,2204 SHERWOOD AVE,BAKERSFIELD,CA,93304,KERN,24,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,435290927,SHIELA IMPERIO,SHIELA IMPERIO,,,1245 SUNDOWN LANE,SAN JOSE,CA,95127,SANTA CLARA,26,0,UNLICENSED,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,197607668,SHILOH CHATEAU,"SHILOH INVESTMENTS, INC. DBA SHILOH CHATEAU",CHARLENE JONES,(818) 448-8535,22910 SHERMAN WAY,WEST HILLS,CA,91307,LOS ANGELES,31,6,CLOSED,5/26/09,9/17/13,7/24/13,0,0,1,1
RESIDENTIAL CARE ELDERLY,496803426,SHILOH GREEN MANOR,"VILMA'S L.R., LLC.",JOY LIGAYA ORTEGA,(707) 838-8368,7760 FOPPIANO WAY,WINDSOR,CA,95492,SONOMA,21,6,LICENSED,12/12/13,,11/23/16,1,0,4,5
RESIDENTIAL CARE ELDERLY,496803005,"SHILOH GREEN MANOR, LLC","HUYNH, CATHY","RICHARDSON, VILMA",(707) 838-8368,7760 FOPPIANO WAY,WINDSOR,CA,95492,SONOMA,21,6,CLOSED,4/21/08,12/12/13,12/5/13,1,0,1,2
RESIDENTIAL CARE ELDERLY,496803390,"SHILOH MANOR, LLC","ANDREWS, ROBERT M.","RICHARDSON, WILMA",(707) 838-8368,7760 FOPPIANO WAY,WINDSOR,CA,95492,SONOMA,21,6,CLOSED,,7/2/12,,0,0,0,0
RESIDENTIAL CARE ELDERLY,107203982,"SHINING LIGHT RCFE, THE","GW QUALITY LIVING, INC.","GALVEZ, DELIA",(559) 449-0410,2749 W. SAN CARLOS AVENUE,FRESNO,CA,93711,FRESNO,24,6,LICENSED,7/5/07,,2/24/16,1,0,1,2
RESIDENTIAL CARE ELDERLY,306004666,SHINKLE COTTAGE,"PREMIERE COTTAGES, INC.",JOSE UMANA,(818) 606-6136,14631 SHINKLE CIRCLE,HUNTINGTON BEACH,CA,92647,ORANGE,22,6,LICENSED,5/5/14,,12/7/16,1,0,6,7
RESIDENTIAL CARE ELDERLY,312700046,SHOCKLEY WOODS LOVING HEARTS,"MAGUREAN, TATIANA","MAGUREAN, TATIANA",(916) 844-4330,12719 SHOCKLEY WOODS CT,AUBURN,CA,95603,PLACER,27,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,347005249,SHREYAS RETIREMENT HOME,SHALEENI POOJA MAHARAJ,"MAHARAJ, SHALEENI",(916) 382-9932,5 BISHOPGATE COURT,SACRAMENTO,CA,95823,SACRAMENTO,27,6,CLOSED,8/30/13,9/2/14,8/30/13,0,0,2,2
RESIDENTIAL CARE ELDERLY,347004958,SIEBENTHAL CARE HOME,ROBERT & ERMELINDA SIEBENTHAL,"SIEBENTHAL, ERMELINDA",(916) 689-3595,7948 HUNTS RUN WAY,SACRAMENTO,CA,95828,SACRAMENTO,27,6,LICENSED,3/29/13,,11/10/16,2,1,9,12
RESIDENTIAL CARE ELDERLY,374601074,SIENA HOME,"RIEGEL, NATIVIDAD B.",NATIVIDAD B.RIEGEL,(619) 267-4974,223 SOUTH SIENA STREET,SAN DIEGO,CA,92114,SAN DIEGO,8,6,LICENSED,6/7/01,,4/30/15,1,0,0,1
RESIDENTIAL CARE ELDERLY,374600919,SIENA HOME CARE,"REAL, NORBERTA",DESIREE ARENAS,(619) 472-5912,415 S. SIENA STREET,SAN DIEGO,CA,92114,SAN DIEGO,8,6,LICENSED,3/27/00,,2/7/14,1,4,3,8
RESIDENTIAL CARE ELDERLY,340317663,SIERRA ANNA RESIDENTIAL CARE,"MUT, ANA, PAUL & DAN","MUT, ANA",(916) 729-4152,7021 DOLAN WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,27,6,CLOSED,5/12/93,1/10/12,10/18/07,0,0,0,0
RESIDENTIAL CARE ELDERLY,197608058,SIERRA BONITA BOARD & CARE FOR THE ELDERLY,"SIERRA BONITA BOARD & CARE, INC.",GULNAZ KVELADZE,(323) 651-5685,822 NORTH LAUREL AVENUE,LOS ANGELES,CA,90046,LOS ANGELES,31,6,CLOSED,4/12/11,4/7/16,4/7/16,1,0,1,2
RESIDENTIAL CARE ELDERLY,197608059,SIERRA BONITA BOARD & CARE FOR THE ELDERLY II,"SIERRA BONITA BOARD & CARE, INC.",SABINA RASULOV,(323) 658-8722,542 NORTH VISTA STREET,LOS ANGELES,CA,90036,LOS ANGELES,31,6,LICENSED,5/1/11,,11/14/16,1,10,4,15
RESIDENTIAL CARE ELDERLY,197608060,SIERRA BONITA BOARD & CARE FOR THE ELDERLY III,"SIERRA BONITA BOARD & CARE, INC.",SABINA RASULOV,(323) 782-0169,544 NORTH VISTA STREET,LOS ANGELES,CA,90036,LOS ANGELES,31,6,LICENSED,4/12/11,,6/21/16,1,7,3,11
RESIDENTIAL CARE ELDERLY,247202391,SIERRA CREEK SENIOR LIVING,"INTEGRITY REAL ESTATE INVESTORS, LLC","SCAMBRAY, RACHEL H",(209) 726-0580,126 E. 18TH STREET,MERCED,CA,95340,MERCED,24,6,CLOSED,10/1/10,12/17/12,12/17/12,1,0,1,2
RESIDENTIAL CARE ELDERLY,435202214,SIERRA ELDERLY CARE HOME,LINNETTE F. MANGOBA,LINNETTE F. MANGOBA,(408) 667-5020,1273 LODESTONE DRIVE,SAN JOSE,CA,95132,SANTA CLARA,26,6,CLOSED,3/25/10,10/15/13,11/12/13,1,0,2,3
RESIDENTIAL CARE ELDERLY,207203949,SIERRA ESTATES ASSISTED LIVING,"SIERRA ESTATES ASSISTED LIVING, INC.","HAGERMAN, TEENA N.",(559) 642-2022,43613 PATRICK,COARSEGOLD,CA,93614,MADERA,24,12,CLOSED,2/27/07,5/15/15,3/27/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,315001933,SIERRA FOOTHILL RCFE,"KELLY, PAUL","KELLY, PAUL",(916) 740-2844,1229 KASEBERG CIRCLE,ROSEVILLE,CA,95678,PLACER,27,6,LICENSED,8/1/07,,8/11/16,3,4,1,8
RESIDENTIAL CARE ELDERLY,315002310,SIERRA FOOTHILL RCFE II,"KELLY, PAUL","KELLY, PAUL",(916) 740-4793,1008 ZEPHYR COURT,ROSEVILLE,CA,95678,PLACER,27,6,LICENSED,2/8/11,,12/27/16,2,5,5,12
RESIDENTIAL CARE ELDERLY,290311983,SIERRA GUEST HOME,RICHARD N. CULLEN,RICHARD CULLEN,(530) 273-3163,131 GLENWOOD AVENUE,GRASS VALLEY,CA,95945,NEVADA,27,15,LICENSED,4/28/89,,4/13/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,197608209,SIERRA HILLS HOMECARE,"CANYON HOMECARE, INC.",TAREQ NASRALLAH,(661) 480-9500,16623 NEARVIEW DRIVE,CANYON COUNTRY,CA,91387,LOS ANGELES,31,3,CLOSED,12/7/11,11/16/15,11/16/15,0,0,1,1
RESIDENTIAL CARE ELDERLY,197607640,SIERRA IMMACULATE CONCEPCION HOME,"SIERRA IMMACULATE CONCEPCION HOME, INC.",MYRNA CABALLO,(818) 982-8590,7226 BECK AVE.,NORTH HOLLYWOOD,CA,91605,LOS ANGELES,31,6,LICENSED,2/3/09,,10/15/15,2,0,1,3
RESIDENTIAL CARE ELDERLY,197803052,SIERRA MADRE VILLA,AMERICAN CARE CONCEPTS CORPORATION,"BARRIENTOS, ENRIQUE",(626) 335-7225,307 N. BARRANCA,GLENDORA,CA,91740,LOS ANGELES,28,6,CLOSED,2/7/00,3/14/14,8/24/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,45001967,SIERRA MANOR,"SIERRA MANOR ASSOCIATES, INC.","SELAK, JOSEPH",(530) 895-0800,2770 SIERRA LADERA LANE,CHICO,CA,95928,BUTTE,25,49,CLOSED,8/4/08,11/30/12,6/19/12,0,17,10,27
